Date,Time,Temp,CO2,Noise,Brightness,Relative-humidity,Motion,Nr-People,Lights-on/off,External-noise,Internal-noise,Door-open,Nr-Windows,Lecture,Nr-Computers,Weekday,Vents-on/off
2017-09-08,10:57,23.9976803809,463,39.7258821753,48.42,29.0562812843,1,4,On,VeryLow,Moderate,No,1,No,5,0,On
2017-09-08,11:02,24.0077524112,464,40.1312223234,48.06,28.8243193749,1,4,On,VeryLow,Moderate,No,1,No,5,0,On
2017-09-08,11:07,24.0178244415,466,45.1075910485,47.34,28.958613112,1,5,On,VeryLow,High,No,1,No,6,0,On
2017-09-08,11:12,24.037968502,466,45.5880441493,48.06,28.6778171163,1,5,On,VeryLow,High,No,1,No,6,0,On
2017-09-08,11:17,24.0480405323,468,40.1312223234,47.7,28.8243193749,1,3,On,VeryLow,Moderate,No,1,No,6,0,On
2017-09-08,11:22,24.0480405323,469,40.1312223234,47.7,28.6289830302,1,3,On,VeryLow,Moderate,No,1,No,6,0,On
2017-09-08,11:27,24.0480405323,471,40.1312223234,46.98,28.5862532047,1,3,On,VeryLow,Moderate,No,1,No,6,0,On
2017-09-08,11:32,24.0681845928,471,40.1312223234,47.34,28.3542912953,1,5,On,VeryLow,Low,No,1,No,6,0,On
2017-09-08,11:37,24.0681845928,470,40.5219267299,46.98,28.1589549506,1,7,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,11:42,24.0782566231,472,52.3321862253,46.26,28.2261018191,1,7,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,11:47,24.0782566231,474,40.1312223234,46.26,28.281040166,1,7,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,11:52,24.0681845928,475,40.1312223234,46.62,28.4458552069,1,7,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,11:57,24.0681845928,476,44.8583421839,45.54,28.0979123428,1,7,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,12:02,24.0681845928,476,50.5843527736,45.18,28.1345379075,1,7,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,12:07,24.0480405323,476,40.1312223234,45,27.9514100842,1,7,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,12:12,24.0480405323,476,40.1312223234,46.98,27.9758271273,1,6,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,12:17,24.0681845928,476,45.5880441493,45.36,28.1833719937,1,6,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,12:22,24.0480405323,476,65.2184753156,45.54,28.3787083384,1,6,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,12:27,24.0681845928,476,40.1312223234,45.9,27.8537419119,1,4,On,VeryLow,Low,No,1,No,8,0,On
2017-09-08,12:32,24.0480405323,477,39.7258821753,45.54,27.768282261,1,5,On,VeryLow,Low,No,1,No,8,0,On
2017-09-08,12:37,24.0480405323,477,40.1312223234,46.44,27.7438652179,1,7,On,VeryLow,Low,No,1,No,8,0,On
2017-09-08,12:42,24.0480405323,477,43.5098061426,45.54,27.8171163472,1,8,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,12:47,24.0883286534,477,50.0150839464,46.26,27.5485288732,1,8,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,12:52,24.108472714,477,54.6077561408,46.08,27.5973629593,1,7,On,VeryLow,High,No,1,No,8,0,On
2017-09-08,12:57,24.1185447442,478,61.8864126235,45.9,27.3592967892,1,6,On,VeryLow,High,No,1,No,7,0,On
2017-09-08,13:02,24.1286167745,479,45.5880441493,46.08,27.5729459162,1,7,On,VeryLow,High,No,1,No,7,0,On
2017-09-08,13:07,24.1487608351,482,49.4078232658,47.88,27.5851544378,1,7,On,VeryLow,High,No,1,No,7,0,On
2017-09-08,13:12,24.1487608351,484,40.1312223234,50.4,27.5851544378,1,7,On,VeryLow,High,No,1,No,7,0,On
2017-09-08,13:17,24.1487608351,484,57.5642055167,51.84,27.4874862654,1,8,On,VeryLow,High,No,1,No,7,0,On
2017-09-08,13:22,24.1588328653,486,67.3007010923,54.54,27.633988524,1,7,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,13:27,24.1588328653,487,56.1117089573,47.88,27.5363203516,1,7,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,13:32,24.1588328653,487,40.1312223234,50.58,27.5607373947,1,7,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,13:37,24.1588328653,487,40.1312223234,50.76,27.6706140886,1,7,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,13:42,24.1286167745,486,40.5219267299,48.6,27.4508607008,1,5,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,13:47,24.1185447442,485,40.1312223234,48.78,27.2677328775,1,5,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,13:52,24.0782566231,483,54.6940939111,48.24,27.2433158345,1,6,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,13:57,24.0681845928,482,39.7258821753,47.16,27.1944817483,1,6,On,VeryLow,Moderate,No,1,No,8,0,On
2017-09-08,14:02,24.037968502,481,40.1312223234,47.34,27.2433158345,1,7,On,VeryLow,Low,No,1,No,8,0,On
2017-09-08,14:07,24.0480405323,481,60.5383037087,46.26,27.2188987914,1,5,On,VeryLow,Low,No,1,No,7,0,On
2017-09-08,14:12,24.037968502,481,48.2383182696,46.62,27.2188987914,1,5,On,VeryLow,Low,No,1,No,7,0,On
2017-09-08,14:17,24.0681845928,481,40.1312223234,47.88,27.3470882676,1,3,On,VeryLow,Low,No,1,No,7,0,On
2017-09-08,14:22,24.0681845928,480,45.8197669392,46.98,27.3654010499,1,6,On,VeryLow,Low,No,1,No,7,0,On
2017-09-08,14:27,24.0681845928,479,52.4447093887,46.98,27.4508607008,1,6,On,VeryLow,Low,No,1,No,7,0,On
2017-09-08,14:32,24.0782566231,479,39.7258821753,46.98,28.1345379075,1,5,On,VeryLow,Low,No,1,No,7,0,On
2017-09-08,14:37,24.108472714,479,40.1312223234,46.26,27.5729459162,1,6,On,VeryLow,Moderate,No,1,No,7,0,On
2017-09-08,14:42,24.1185447442,479,40.5219267299,46.98,27.6217800024,1,6,On,VeryLow,Moderate,No,1,No,7,0,On
2017-09-08,14:47,24.1185447442,479,49.8670084263,46.26,27.7804907826,1,6,On,VeryLow,Moderate,No,1,No,7,0,On
2017-09-08,14:52,24.108472714,479,40.1312223234,45.9,27.7072396533,1,6,On,VeryLow,Moderate,No,1,No,7,0,On
2017-09-08,14:57,24.0883286534,478,39.7258821753,46.08,27.6950311317,1,6,On,VeryLow,Moderate,No,1,No,7,0,On
2017-09-08,15:02,24.108472714,478,45.5880441493,46.44,27.4508607008,1,6,On,VeryLow,Moderate,No,1,No,7,0,On
2017-09-08,15:07,24.108472714,477,40.1312223234,45.54,27.7988035649,1,6,On,VeryLow,Moderate,No,1,No,7,0,On
2017-09-08,15:12,24.0883286534,478,40.5219267299,44.46,27.7988035649,1,6,On,VeryLow,Moderate,No,1,No,7,0,On
2017-09-08,15:17,24.0782566231,477,39.7258821753,49.86,27.902575998,1,4,On,VeryLow,Moderate,No,1,No,6,0,On
2017-09-08,15:22,24.0782566231,476,39.7258821753,49.5,27.4752777439,1,4,On,VeryLow,Moderate,No,1,No,6,0,On
2017-09-08,15:27,24.0782566231,476,40.5219267299,48.42,27.3165669637,1,3,On,VeryLow,Low,No,1,No,6,0,On
2017-09-08,15:32,24.0681845928,475,39.7258821753,51.3,27.4752777439,1,3,On,VeryLow,Low,No,1,No,6,0,Off
2017-09-08,15:37,24.0782566231,474,40.8989275101,,27.7988035649,1,3,On,VeryLow,Low,No,1,No,6,0,Off
2017-09-08,15:42,24.108472714,475,39.7258821753,51.12,28.0857038213,1,3,On,VeryLow,Low,No,1,No,6,0,Off
2017-09-08,15:47,24.1487608351,476,39.7258821753,52.02,28.3664998169,1,5,On,VeryLow,Low,No,1,No,6,0,Off
2017-09-08,15:52,24.1890489562,481,59.4824592635,52.02,28.7510682456,1,5,On,VeryLow,Low,No,1,No,6,0,Off
2017-09-08,15:57,24.2293370773,493,40.1312223234,53.82,29.1295324136,1,5,On,VeryLow,Low,No,1,No,6,0,Off
2017-09-08,16:02,24.2696251984,521,40.1312223234,54.9,29.3370772799,1,7,On,VeryLow,VeryHigh,No,1,No,8,0,Off
2017-09-08,16:07,24.3099133195,550,62.9065084056,57.06,29.6178732755,1,7,On,VeryLow,VeryHigh,No,1,No,8,0,Off
2017-09-08,16:12,24.3401294103,584,39.7258821753,57.42,30.0024417043,1,7,On,VeryLow,VeryHigh,No,1,No,8,0,Off
2017-09-08,16:17,24.3703455012,619,40.1312223234,58.5,30.3931143938,1,7,On,VeryLow,VeryHigh,No,1,No,8,0,Off
2017-09-08,16:22,24.400561592,657,48.5877185691,58.86,30.6983274325,1,7,On,VeryLow,VeryHigh,No,1,No,8,0,Off
2017-09-08,16:27,24.4106336223,703,39.7258821753,58.32,30.8570382127,1,7,On,VeryLow,VeryHigh,No,1,No,8,0,Off
2017-09-08,16:32,24.4408497131,740,48.2383182696,57.78,31.0218532536,1,6,On,VeryLow,High,No,1,No,6,0,Off
2017-09-08,16:37,24.4710658039,779,43.5098061426,58.86,31.1805640337,1,6,On,VeryLow,High,No,1,No,6,0,Off
2017-09-08,16:42,24.4811378342,811,39.7258821753,59.94,31.3759003785,1,6,On,VeryLow,High,No,1,No,6,0,Off
2017-09-08,16:47,24.4912098645,838,54.9478778277,59.4,31.3026492492,1,6,On,VeryLow,High,No,1,No,6,0,Off
2017-09-08,16:52,24.5415700159,863,39.7258821753,60.3,31.4247344647,1,6,On,VeryLow,High,No,1,No,6,0,Off
2017-09-08,16:57,24.5617140764,890,40.1312223234,60.48,31.5651324625,1,6,On,VeryLow,High,No,1,No,6,0,Off
2017-09-08,17:02,24.5919301673,916,44.0710135223,60.48,31.7299475034,1,6,On,VeryLow,High,No,1,No,6,0,Off
2017-09-08,17:07,24.6020021975,944,40.1312223234,61.2,31.7970943719,1,6,On,VeryLow,High,No,1,No,6,0,Off
2017-09-08,17:12,24.6221462581,971,39.7258821753,63.36,31.8947625443,1,6,On,VeryLow,High,No,1,No,6,0,Off
2017-09-08,17:17,24.6322182884,991,39.7258821753,64.44,31.9802221951,1,6,On,VeryLow,High,No,1,No,6,0,Off
2017-09-08,17:22,24.6322182884,1010,40.1312223234,65.52,32.145037236,1,6,On,Low,Moderate,No,2,No,6,0,Off
2017-09-08,17:27,24.6523623489,1024,46.695310471,67.5,32.1694542791,1,4,On,Low,Moderate,No,2,No,6,0,Off
2017-09-08,17:32,24.6322182884,1025,39.7258821753,66.06,31.9374923697,1,4,On,Low,Moderate,No,2,No,6,0,Off
2017-09-08,17:37,24.6523623489,1020,40.1312223234,65.52,31.8947625443,1,4,On,Low,Moderate,No,2,No,6,0,Off
2017-09-08,17:42,24.6523623489,1011,39.7258821753,64.08,31.821511415,1,4,On,Low,Moderate,No,2,No,6,0,Off
2017-09-08,17:47,24.6523623489,1001,51.1197799952,61.56,31.7726773288,1,4,On,Low,Moderate,No,2,No,6,0,Off
2017-09-08,17:52,24.6624343792,987,52.9864499063,58.86,31.7055304603,1,4,On,Low,Moderate,No,2,No,6,0,Off
2017-09-08,17:57,24.6624343792,972,39.7258821753,59.04,31.7055304603,1,4,On,Low,Moderate,No,2,No,6,0,Off
2017-09-08,18:02,24.6624343792,934,39.7258821753,58.5,31.6566963741,1,4,On,Low,Moderate,No,2,No,6,0,Off
2017-09-08,18:07,24.6523623489,908,54.6940939111,55.98,31.7482602857,1,4,On,Low,Moderate,No,2,No,6,0,Off
2017-09-08,18:12,24.6523623489,885,57.5642055167,54.72,31.7299475034,1,4,On,Low,Moderate,No,2,No,6,0,Off
2017-09-08,18:17,24.6624343792,868,40.1312223234,52.38,31.6261750702,1,4,On,Low,Moderate,No,2,No,6,0,Off
2017-09-08,18:22,24.6523623489,845,44.6027035376,50.58,31.5285068978,1,4,On,Low,Moderate,No,2,No,6,0,Off
2017-09-08,18:27,24.6624343792,827,40.1312223234,52.02,31.5285068978,1,2,On,Low,Moderate,No,2,No,4,0,Off
2017-09-08,18:32,24.6523623489,808,46.695310471,50.94,31.522402637,1,2,On,Low,Moderate,No,2,No,4,0,Off
2017-09-08,18:37,24.6322182884,790,40.1312223234,50.22,31.4491515078,1,2,On,Low,Moderate,No,2,No,4,0,Off
2017-09-08,18:42,24.6322182884,770,40.1312223234,49.86,31.4003174216,1,2,On,Low,Moderate,No,2,No,4,0,Off
2017-09-08,18:47,24.6322182884,750,39.7258821753,48.6,31.3026492492,1,4,On,Low,Moderate,No,2,No,4,0,Off
2017-09-08,18:52,24.6322182884,732,40.1312223234,48.6,31.3453790746,1,4,On,Low,Moderate,No,2,No,4,0,Off
2017-09-08,18:57,24.6523623489,719,55.5115191639,48.06,31.5529239409,1,4,On,Low,Moderate,No,2,No,4,0,Off
2017-09-08,19:02,24.6322182884,710,39.7258821753,47.34,31.7970943719,1,4,On,Low,Moderate,No,2,No,4,0,Off
2017-09-08,19:07,24.6322182884,709,47.1050738333,47.16,31.955805152,1,3,On,Low,Moderate,No,2,No,4,0,Off
2017-09-08,19:12,24.6322182884,703,39.7258821753,46.62,31.8703455012,1,3,On,Low,Moderate,No,2,No,4,0,Off
2017-09-08,19:17,24.6322182884,697,39.7258821753,46.44,31.7299475034,1,1,On,Low,Moderate,No,2,No,2,0,Off
2017-09-08,19:22,24.6322182884,683,39.7258821753,46.26,31.5529239409,1,1,On,Low,Moderate,No,2,No,2,0,Off
2017-09-08,19:27,24.6322182884,665,39.7258821753,46.26,31.4003174216,0,1,On,Low,Moderate,No,2,No,2,0,Off
2017-09-08,19:32,24.6020021975,648,39.7258821753,45.9,31.2782322061,1,1,On,Low,Moderate,No,2,No,2,0,Off
2017-09-08,19:37,24.6020021975,632,54.9478778277,45.54,31.1683555121,1,2,On,VeryLow,Low,No,2,No,2,0,Off
2017-09-08,19:42,24.6020021975,616,50.4453585846,45.36,31.0462702967,1,2,On,VeryLow,Low,No,2,No,2,0,Off
2017-09-08,19:47,24.6020021975,603,40.5219267299,43.02,30.9486021243,1,2,On,VeryLow,Low,No,2,No,2,0,Off
2017-09-08,19:52,24.6020021975,598,39.7258821753,46.26,30.9974362105,1,0,On,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,19:57,24.581858137,596,39.7258821753,0.36,30.9119765596,1,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,20:02,24.5516420461,590,40.1312223234,0.36,30.8692467342,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,20:07,24.5214259553,578,39.7258821753,,30.7776828226,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,20:12,24.4811378342,567,39.7258821753,,30.7044316933,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,20:17,24.4509217434,558,39.7258821753,,30.6250763033,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,20:22,24.4207056525,546,39.7258821753,,30.6006592602,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,20:27,24.4106336223,537,39.7258821753,,30.551825174,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,20:32,24.3703455012,531,40.1312223234,,30.44194848,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,20:37,24.3401294103,523,39.7258821753,,30.3564888292,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,20:42,24.3300573801,515,39.7258821753,,30.3198632646,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,20:47,24.2998412892,507,40.1312223234,,30.2221950922,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,20:52,24.2897692589,498,39.7258821753,,30.0879013551,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,20:57,24.2595531681,491,39.7258821753,,29.9658161397,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,21:02,24.2494811378,484,39.7258821753,,29.8803564888,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,21:07,24.219265047,481,39.7258821753,,29.8803564888,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,21:12,24.219265047,479,40.1312223234,,29.8620437065,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,21:17,24.1890489562,476,40.1312223234,,29.6850201441,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,21:22,24.1789769259,471,39.7258821753,,29.7094371872,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,21:27,24.1588328653,467,39.7258821753,,29.7094371872,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,21:32,24.1588328653,467,39.7258821753,,29.7338542303,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,21:37,24.1286167745,468,39.7258821753,,29.6178732755,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,21:42,24.1286167745,465,40.1312223234,,29.6422903186,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,21:47,24.1185447442,463,39.7258821753,,29.660603101,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,21:52,24.108472714,461,40.1312223234,,29.660603101,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,21:57,24.108472714,461,39.7258821753,,29.6422903186,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,22:02,24.0883286534,462,39.7258821753,,29.6422903186,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,22:07,24.0883286534,463,40.1312223234,,29.5690391894,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,22:17,24.0782566231,463,39.7258821753,,29.5934562325,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,22:22,24.0782566231,462,39.7258821753,,29.5446221463,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,22:27,24.0782566231,463,39.7258821753,,29.5202051032,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,22:32,24.0681845928,463,40.1312223234,,29.5079965816,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,22:37,24.0480405323,463,39.7258821753,,29.5079965816,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,22:42,24.0480405323,463,39.7258821753,,29.4347454523,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,22:47,24.0480405323,463,39.7258821753,,29.4774752777,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,22:52,24.037968502,464,40.1312223234,,29.4530582346,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,22:57,24.0178244415,464,39.7258821753,,29.4530582346,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,23:02,24.0178244415,464,39.7258821753,,29.4530582346,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,23:07,24.0178244415,464,40.1312223234,,29.5079965816,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,23:12,24.0178244415,464,40.1312223234,,29.5079965816,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,23:17,24.0178244415,464,39.7258821753,,29.5568306678,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,23:22,24.0178244415,464,39.7258821753,,29.5812477109,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,23:27,24.0077524112,465,39.7258821753,,29.6178732755,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,23:32,24.0077524112,466,39.7258821753,,29.660603101,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,23:37,23.9976803809,466,40.1312223234,,29.660603101,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,23:42,23.9976803809,467,39.7258821753,,29.7094371872,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,23:47,23.9976803809,468,40.1312223234,,29.7887925772,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,23:52,23.9976803809,470,39.7258821753,,29.8132096203,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-08,23:57,23.9775363204,472,39.7258821753,,29.8620437065,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,00:02,23.9775363204,474,39.7258821753,,29.9047735319,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,00:07,23.9976803809,476,39.7258821753,,29.9413990966,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,00:12,23.9775363204,477,39.7258821753,,29.9902331828,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,00:17,23.9674642901,479,39.7258821753,,30.0451715297,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,00:22,23.9674642901,481,40.1312223234,,30.0879013551,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,00:27,23.9775363204,485,39.7258821753,,30.1123183982,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,00:32,23.9775363204,489,39.7258821753,,30.1855695275,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,00:37,23.9674642901,491,39.7258821753,,30.1855695275,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,00:42,23.9473202295,493,39.7258821753,,30.2344036137,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,00:47,23.9674642901,495,39.7258821753,,30.2832376999,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,00:52,23.9473202295,496,39.7258821753,,30.2954462215,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,00:57,23.9473202295,499,39.7258821753,,30.3442803077,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,01:02,23.9674642901,501,39.7258821753,,30.3686973508,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,01:07,23.9473202295,502,39.7258821753,,30.3931143938,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,01:12,23.9372481992,502,39.7258821753,,30.44194848,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,01:17,23.9473202295,503,39.7258821753,,30.44194848,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,01:22,23.9473202295,503,39.7258821753,,30.4846783055,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,01:27,23.9473202295,503,39.7258821753,,30.5335123916,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,01:32,23.9473202295,503,39.7258821753,,30.5640336955,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,01:37,23.9372481992,504,39.7258821753,,30.6128677817,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,01:42,23.9372481992,,54.3432756135,,30.6128677817,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,01:47,23.9372481992,504,39.7258821753,,30.6372848248,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,01:52,23.927176169,504,40.1312223234,,30.6739103895,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,01:58,23.9372481992,504,39.7258821753,,30.6983274325,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,02:03,23.927176169,504,39.7258821753,,30.7044316933,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,02:08,23.9372481992,504,39.7258821753,,30.741057258,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,02:13,23.927176169,503,39.7258821753,,30.7532657795,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,02:18,23.9372481992,503,40.1312223234,,30.7898913442,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,02:23,23.927176169,503,39.7258821753,,30.8326211696,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,02:28,23.927176169,503,39.7258821753,,30.8326211696,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,02:33,23.9070321084,503,40.1312223234,,30.8570382127,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,02:38,23.8969600781,502,39.7258821753,,30.8936637773,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,02:43,23.9070321084,502,39.7258821753,,30.9058722989,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,02:48,23.9070321084,502,39.7258821753,,30.9241850812,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,02:53,23.9070321084,502,40.1312223234,,30.9241850812,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,02:58,23.9070321084,501,39.7258821753,,30.9730191674,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,03:03,23.9070321084,500,39.7258821753,,30.9974362105,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,03:08,23.9070321084,499,39.7258821753,,31.0218532536,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,03:13,23.8969600781,498,40.1312223234,,31.0340617751,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,03:18,23.8969600781,497,39.7258821753,,31.0706873398,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,03:23,23.8868880479,497,39.7258821753,,31.1012086436,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,03:28,23.8969600781,496,39.7258821753,,31.1012086436,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,03:33,23.8868880479,495,40.1312223234,,31.119521426,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,03:38,23.8969600781,494,39.7258821753,,31.1683555121,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,03:43,23.8868880479,493,39.7258821753,,31.1927725552,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,03:48,23.8868880479,492,39.7258821753,,31.2171895983,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,03:53,23.8868880479,491,39.7258821753,,31.2416066414,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,03:58,23.8868880479,491,39.7258821753,,31.2660236845,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,04:03,23.8868880479,490,39.7258821753,,31.2904407276,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,04:08,23.8868880479,489,39.7258821753,,31.2904407276,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,04:13,23.8868880479,488,39.7258821753,,31.3148577707,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,04:18,23.8667439873,487,39.7258821753,,31.3636918569,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
2017-09-09,04:28,23.8667439873,485,40.1312223234,,31.3881089,0,0,Off,VeryLow,VeryLow,No,1,No,0,0,Off
